full_name;age;birthday_GMT;league;season;position;Current Club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;goals_overall;assists_overall;penalty_goals;penalty_misses;yellow_cards_overall;red_cards_overall;assists_per_90_overall;passes_per_90_overall;shots_total_overall;blocks_total_overall
Jonathan Galvi;31;jueves, 25 de junio de 1992;Primera Division;2023;Midfielder;Argentinos Juniors;582;90;492;Argentina;8;0;1;0;0;2;0;0.15;71.91;2;7
Jonathan Raccio;18;jueves, 31 de marzo de 2005;Primera Division;2023;Midfielder;Argentinos Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Jonathan Torres;26;domingo, 29 de diciembre de 1996;Primera Division;2023;Forward;Lanus;46;46;0;Argentina;1;0;0;0;0;0;0;0;25.43;0;0
Jorge Carlos Carranza;42;jueves, 07 de mayo de 1981;Primera Division;2023;Goalkeeper;Instituto;1523;810;713;Argentina;17;0;0;0;0;2;1;0;25.25;0;0
Jorge Daniel Benitez Guillen;31;miercoles, 02 de septiembre de 1992;Primera Division;2023;Forward;Colon;920;454;466;Paraguay;19;3;0;0;1;4;0;0;26.80;20;2
Jorge Eduardo Recalde Ramirez;31;viernes, 08 de mayo de 1992;Primera Division;2023;Midfielder;Newell's Old Boys;2106;1185;921;Paraguay;28;6;1;1;0;5;0;0.04;22.22;35;4
Jorge Emanuel Broun;37;lunes, 26 de mayo de 1986;Primera Division;2023;Goalkeeper;Rosario Central;2340;1260;1080;Argentina;26;0;0;0;0;3;0;0;24.00;0;0
Jorge Nicola Figal;29;domingo, 03 de abril de 1994;Primera Division;2023;Defender;Boca Juniors;2079;999;1080;Argentina;25;3;0;0;0;8;1;0;53.12;12;18
Jorge Rodriguez;27;viernes, 15 de septiembre de 1995;Primera Division;2023;Defender;Estudiantes;2493;1230;1263;Argentina;29;2;2;0;0;4;0;0.07;58.77;11;10
Jorman David Campuzano Puentes;27;martes, 30 de abril de 1996;Primera Division;2023;Midfielder;Boca Juniors;178;132;46;Colombia;3;0;0;0;0;0;0;0;72.81;0;2
Jose Amado Gomez;23;lunes, 06 de marzo de 2000;Primera Division;2023;Defender;Central Cordoba SdE;513;215;298;Argentina;7;0;0;0;0;0;0;0;0.00;0;0
Jose Antonio Devecchi;28;domingo, 09 de julio de 1995;Primera Division;2023;Goalkeeper;Sarmiento;810;450;360;Argentina;9;0;0;0;0;1;0;0;23.67;0;0
Jose David Romero;20;martes, 25 de marzo de 2003;Primera Division;2023;Forward;Talleres Cordoba;220;84;136;Argentina;11;2;2;0;0;0;0;0.82;14.73;13;0
Jose Ernesto Sosa;38;miercoles, 19 de junio de 1985;Primera Division;2023;Midfielder;Estudiantes;870;473;397;Argentina;19;2;3;0;0;1;0;0.31;51.75;12;1
Jose Gustavo Sand;43;jueves, 17 de julio de 1980;Primera Division;2023;Forward;Lanus;261;132;129;Argentina;13;2;0;2;0;0;0;0;30.00;5;0
Jose Ignacio Florentin Bobadilla;27;viernes, 05 de julio de 1996;Primera Division;2023;Midfielder;Velez Sarsfield;1594;850;744;Paraguay;22;1;0;0;0;9;1;0;44.46;17;3
Jose Maria Canale Dominguez;27;Sabado, 20 de julio de 1996;Primera Division;2023;Midfielder;Lanus;1324;604;720;Paraguay;15;1;2;0;0;5;2;0.14;41.40;7;10
Jose Maria Herrera;18;martes, 22 de febrero de 2005;Primera Division;2023;Forward;Argentinos Juniors;304;177;127;Argentina;13;0;0;0;1;1;0;0;0.00;0;0
Jose Mauri;27;jueves, 16 de mayo de 1996;Primera Division;2023;Midfielder;Sarmiento;104;31;73;Italy;2;0;0;0;0;0;0;0;20.32;0;1
Jose Paradela;24;martes, 15 de diciembre de 1998;Primera Division;2023;Midfielder;Tigre;1207;399;808;Argentina;23;2;1;0;0;4;1;0.07;41.01;28;3
Jose Ramiro Funes Mori;32;martes, 05 de marzo de 1991;Primera Division;2023;Defender;River Plate;270;90;180;Argentina;3;0;0;0;0;0;0;0;50.00;0;3
Juan Andrada;28;miercoles, 04 de enero de 1995;Primera Division;2023;Midfielder;Godoy Cruz;730;434;296;Argentina;14;0;0;0;0;3;1;0;34.89;2;2
Juan Andres Meli;23;viernes, 01 de septiembre de 2000;Primera Division;2023;Midfielder;Central Cordoba SdE;1065;407;658;Argentina;20;0;0;0;0;3;0;0;32.73;5;2
Juan Barinaga;22;martes, 10 de octubre de 2000;Primera Division;2023;Defender;Belgrano;1520;859;661;Argentina;22;1;1;0;0;2;0;0.06;27.18;9;2
Juan Bautista Miritello;24;lunes, 08 de febrero de 1999;Primera Division;2023;Midfielder;Defensa y Justicia;204;68;136;Argentina;15;3;0;1;0;2;0;0;34.95;8;0
Juan Bisanz;22;martes, 28 de agosto de 2001;Primera Division;2023;Midfielder;Banfield;1456;675;781;Argentina;17;4;1;0;0;2;0;0.06;0.00;0;0
Juan Bizans;22;martes, 28 de agosto de 2001;Primera Division;2023;Forward;Banfield;834;444;390;Argentina;12;2;0;2;0;2;0;0;0.00;0;0
Juan Carlos Gauto;19;miercoles, 02 de junio de 2004;Primera Division;2023;Forward;Huracan;1721;828;893;Argentina;24;1;4;0;0;1;0;0.21;27.45;22;0
Juan Cruz Cerrudo;19;martes, 20 de enero de 2004;Primera Division;2023;Forward;Rosario Central;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Juan Cruz Esquivel;23;martes, 22 de agosto de 2000;Primera Division;2023;Midfielder;Tigre;46;30;16;Argentina;2;0;0;0;0;0;0;0;17.61;4;0
Juan Cruz Guasone;22;martes, 27 de marzo de 2001;Primera Division;2023;Defender;Estudiantes;398;264;134;Argentina;8;0;0;0;0;2;0;0;42.74;3;2
Juan Cruz Kaprof;28;domingo, 12 de marzo de 1995;Primera Division;2023;Forward;Sarmiento;328;220;108;Argentina;13;0;0;0;0;2;0;0;28.68;3;0
Juan Cruz Komar;27;martes, 13 de agosto de 1996;Primera Division;2023;Defender;Rosario Central;1169;387;782;Argentina;20;1;0;0;0;2;0;0;29.26;7;5
Juan Cuesta;21;Sabado, 09 de febrero de 2002;Primera Division;2023;Midfielder;Arsenal de Sarandi;342;209;133;Colombia;8;0;0;0;0;0;0;0;0.00;0;0
Juan Edgardo Ramirez;30;martes, 25 de mayo de 1993;Primera Division;2023;Midfielder;Boca Juniors;629;256;373;Argentina;16;0;0;0;0;1;0;0;45.69;3;1
Juan Emanuel Hernidez Rodriguez;25;jueves, 30 de octubre de 1997;Primera Division;2023;Defender;Sarmiento;922;582;340;Uruguay;15;0;1;0;0;3;0;0.1;22.74;6;5
Juan Fernando Garro;30;martes, 24 de noviembre de 1992;Primera Division;2023;Forward;Huracan;260;63;197;Argentina;9;1;0;0;0;0;0;0;25.62;6;0
Juan Fernando Quintero Paniagua;30;lunes, 18 de enero de 1993;Primera Division;2023;Midfielder;Racing Club;204;71;133;Colombia;3;2;1;0;0;1;0;0.44;47.21;4;0
Juan Gabriel Rodriguez;29;lunes, 28 de febrero de 1994;Primera Division;2023;Defender;Talleres Cordoba;1678;868;810;Argentina;19;1;0;0;0;6;0;0;47.21;5;19
Juan Ignacio Cavallaro;29;martes, 28 de junio de 1994;Primera Division;2023;Forward;Arsenal de Sarandi;172;104;68;Argentina;3;0;0;0;0;1;0;0;14.71;1;0
Juan Ignacio Diaz;25;martes, 26 de mayo de 1998;Primera Division;2023;Defender;Barracas Central;1761;812;949;Argentina;24;0;1;0;0;4;0;0.05;39.56;4;8
Juan Ignacio Goyeneche;22;miercoles, 31 de enero de 2001;Primera Division;2023;Forward;San Lorenzo;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Juan Ignacio Mendez;26;lunes, 28 de abril de 1997;Primera Division;2023;Midfielder;Velez Sarsfield;1087;622;465;Argentina;16;0;1;0;0;3;0;0.08;44.87;5;0
Juan Ignacio Nardoni;21;domingo, 14 de julio de 2002;Primera Division;2023;Midfielder;Racing Club;1994;1043;951;Argentina;27;1;3;0;0;4;1;0.14;41.12;13;3
Juan Ignacio Peinipil;21;martes, 15 de enero de 2002;Primera Division;2023;Forward;Arsenal de Sarandi;93;26;67;Argentina;9;0;0;0;0;0;0;0;0.00;0;0
Juan Infante;27;domingo, 07 de enero de 1996;Primera Division;2023;Defender;Platense;1076;561;515;Argentina;15;0;1;0;0;2;0;0.08;28.57;4;4
Juan Jose Caceres;23;jueves, 01 de junio de 2000;Primera Division;2023;Defender;Lanus;2010;990;1020;Argentina;23;0;2;0;0;6;1;0.09;36.90;16;4
Juan Jose Cardozo;19;martes, 24 de febrero de 2004;Primera Division;2023;Midfielder;Argentinos Juniors;0;0;0;Paraguay;0;0;0;0;0;0;0;0;0;0;0
Juan Jose Franco Arrellaga;31;lunes, 10 de febrero de 1992;Primera Division;2023;Midfielder;Instituto;1130;652;478;Paraguay;15;0;0;0;0;4;0;0;27.96;6;3
Juan Ludueña;20;martes, 11 de febrero de 2003;Primera Division;2023;Defender;Union Santa Fe;239;101;138;Argentina;6;0;0;0;0;0;0;0;0.00;0;0
Juan Manuel Garcia;30;Sabado, 14 de noviembre de 1992;Primera Division;2023;Forward;Huracan;519;166;353;Argentina;20;1;1;0;0;2;0;0.17;21.72;12;1
Juan Manuel Insaurralde;38;miercoles, 03 de octubre de 1984;Primera Division;2023;Defender;Sarmiento;2416;1246;1170;Argentina;27;0;1;0;0;6;1;0.04;27.12;12;14
Juan Manuel Sichez Miño;33;lunes, 01 de enero de 1990;Primera Division;2023;Midfielder;Lanus;1440;632;808;Argentina;19;0;1;0;0;5;0;0.06;36.69;1;5
Juan Martin Ginzo;21;martes, 05 de marzo de 2002;Primera Division;2023;Defender;Lanus;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Juan Pablo Alvarez;27;Sabado, 10 de febrero de 1996;Primera Division;2023;Forward;Banfield;1629;814;815;Argentina;22;2;1;0;0;0;0;0.06;25.75;18;1
Juan Pablo Pignani;22;lunes, 02 de julio de 2001;Primera Division;2023;Defender;Platense;217;109;108;Argentina;5;0;0;0;0;0;0;0;36.34;0;0
Juan Pablo Rodriguez;20;Sabado, 18 de enero de 2003;Primera Division;2023;Defender;Lanus;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Juan Pablo Zozaya;22;lunes, 11 de junio de 2001;Primera Division;2023;Goalkeeper;Estudiantes;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Juan Ramon Cazares Sevillano;31;viernes, 03 de abril de 1992;Primera Division;2023;Midfielder;Independiente;659;234;425;Ecuador;14;0;0;0;0;0;0;0;38.90;9;0
Juan Sebastii Sforza;21;jueves, 14 de febrero de 2002;Primera Division;2023;Midfielder;Newell's Old Boys;2154;1161;993;Argentina;25;2;1;0;0;9;1;0.04;56.99;8;5
Juan Serrizuela;22;jueves, 10 de mayo de 2001;Primera Division;2023;Midfielder;Barracas Central;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Juan Strumia;23;jueves, 14 de octubre de 1999;Primera Division;2023;Goalkeeper;Belgrano;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Julii Alejo Lopez;23;Sabado, 08 de enero de 2000;Primera Division;2023;Midfielder;Defensa y Justicia;1841;1001;840;Argentina;24;0;0;0;0;4;0;0;34.21;5;7
Julii Antonio Chicco;25;martes, 13 de enero de 1998;Primera Division;2023;Midfielder;Colon;954;488;466;Argentina;18;0;0;0;0;5;0;0;44.76;10;3
Julii Aude;20;lunes, 24 de marzo de 2003;Primera Division;2023;Defender;Lanus;145;55;90;Argentina;2;0;0;0;0;0;0;0;0.00;0;0
Julian Carrasco;21;miercoles, 13 de marzo de 2002;Primera Division;2023;Midfielder;Atletico Tucuman;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Julii Contrera;20;Sabado, 10 de mayo de 2003;Primera Division;2023;Forward;Newell's Old Boys;61;43;18;Argentina;4;0;0;0;0;1;0;0;0.00;0;0
Julii Eseiza;21;Sabado, 16 de febrero de 2002;Primera Division;2023;Forward;Godoy Cruz;161;97;64;Argentina;10;1;0;0;0;1;0;0;0.00;0;0
Julii Fernidez;19;Sabado, 03 de enero de 2004;Primera Division;2023;Forward;Velez Sarsfield;631;258;373;Argentina;20;3;0;0;0;1;0;0;31.89;7;1
Julii Malatini;22;jueves, 31 de mayo de 2001;Primera Division;2023;Defender;Defensa y Justicia;1079;653;426;Argentina;19;0;0;0;0;4;0;0;44.46;2;4
Julii Navas;29;martes, 30 de noviembre de 1993;Primera Division;2023;Defender;Central Cordoba SdE;385;191;194;Argentina;8;0;0;0;0;3;0;0;32.49;3;1
Julii Rodrigo Fernidez;28;miercoles, 22 de marzo de 1995;Primera Division;2023;Midfielder;Lanus;1097;463;634;Argentina;24;0;0;0;0;3;0;0;38.40;2;5
Julii Viollaz;21;lunes, 12 de agosto de 2002;Primera Division;2023;Forward;Barracas Central;41;41;0;Argentina;3;0;0;0;0;0;0;0;0.00;0;0
Julio Alberto Buffarini;35;jueves, 18 de agosto de 1988;Primera Division;2023;Midfielder;Talleres Cordoba;150;60;90;Argentina;2;0;0;0;0;1;0;0;19.20;1;0
Julio Cesar Soler Barreto;18;miercoles, 16 de febrero de 2005;Primera Division;2023;Defender;Lanus;208;118;90;Argentina;3;0;0;0;0;0;0;0;0.00;0;0
Junior Osvaldo Marabel Jara;25;jueves, 26 de marzo de 1998;Primera Division;2023;Forward;Union Santa Fe;576;354;222;Paraguay;18;0;0;0;0;0;0;0;23.28;9;0
Justo D'angelo Ronconi;22;miercoles, 17 de enero de 2001;Primera Division;2023;Midfielder;Independiente;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Justo Giani;24;miercoles, 07 de abril de 1999;Primera Division;2023;Midfielder;Atletico Tucuman;156;35;121;Argentina;7;0;1;0;0;1;0;0.58;40.38;5;0
Kevin Andres Mantilla Camargo;20;jueves, 22 de mayo de 2003;Primera Division;2023;Midfielder;Talleres Cordoba;90;0;90;Colombia;1;0;0;0;0;1;0;0;0.00;0;0
Kevin Andres Zenon;22;lunes, 30 de julio de 2001;Primera Division;2023;Midfielder;Union Santa Fe;1775;902;873;Argentina;24;2;1;0;0;2;0;0.05;29.00;19;0
Kevin Isa;22;miercoles, 18 de abril de 2001;Primera Division;2023;Forward;Atletico Tucuman;0;0;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Kevin Isaias Silva;20;miercoles, 16 de abril de 2003;Primera Division;2023;Defender;Rosario Central;18;18;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Kevin Joel Lomonaco;21;martes, 08 de enero de 2002;Primera Division;2023;Defender;Tigre;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Kevin Mac Allister;25;viernes, 07 de noviembre de 1997;Primera Division;2023;Defender;Argentinos Juniors;1730;777;953;Argentina;20;4;0;0;0;6;1;0;52.96;22;9
Kevin Stiven Quejada Lasso;20;martes, 15 de octubre de 2002;Primera Division;2023;Forward;Barracas Central;36;12;24;Colombia;3;0;0;0;0;0;0;0;40.00;0;0
Laureano Imanol Martinez Lezcano;21;lunes, 04 de marzo de 2002;Primera Division;2023;Goalkeeper;Talleres Cordoba;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Laurtaro Giaccone;22;jueves, 01 de febrero de 2001;Primera Division;2023;Midfielder;Rosario Central;1332;805;527;Argentina;22;4;5;0;0;1;0;0.34;0.00;0;0
Lautaro Cerato;22;miercoles, 20 de septiembre de 2000;Primera Division;2023;Forward;Sarmiento;34;13;21;Argentina;2;0;0;0;0;0;0;0;0.00;0;0
Lautaro Fedele;22;Sabado, 14 de julio de 2001;Primera Division;2023;Forward;Defensa y Justicia;11;0;11;Argentina;1;0;0;0;0;0;0;0;32.73;0;0
Lautaro Federico Di Lollo;19;miercoles, 10 de marzo de 2004;Primera Division;2023;Defender;Boca Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lautaro Germi Acosta;35;lunes, 14 de marzo de 1988;Primera Division;2023;Forward;Lanus;983;500;483;Argentina;21;0;0;0;0;2;0;0;27.47;6;3
Lautaro Gianetti;29;Sabado, 13 de noviembre de 1993;Primera Division;2023;Defender;Velez Sarsfield;1980;1080;900;Argentina;22;1;2;0;0;8;0;0.09;42.45;8;16
Lautaro Lopez Kaleniuk;22;miercoles, 24 de enero de 2001;Primera Division;2023;Goalkeeper;San Lorenzo;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lautaro Miguel Angel Garzon;20;miercoles, 30 de julio de 2003;Primera Division;2023;Goalkeeper;Velez Sarsfield;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lautaro Montoya;28;viernes, 07 de octubre de 1994;Primera Division;2023;Defender;Tigre;764;435;329;Argentina;12;0;0;0;0;3;1;0;40.99;1;5
Lautaro Morales;23;jueves, 16 de diciembre de 1999;Primera Division;2023;Goalkeeper;Talleres Cordoba;803;443;360;Argentina;9;0;0;0;0;1;1;0;30.04;0;0
Lautaro Nahuel Ovando;20;lunes, 10 de febrero de 2003;Primera Division;2023;Forward;Argentinos Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lautaro Nicola Rios;22;lunes, 09 de octubre de 2000;Primera Division;2023;Midfielder;Banfield;155;108;47;Argentina;9;0;0;0;0;1;0;0;50.08;2;1
Lautaro Toledo;21;Sabado, 27 de julio de 2002;Primera Division;2023;Midfielder;Platense;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lautaro Toma Escalante;24;viernes, 02 de julio de 1999;Primera Division;2023;Midfielder;Defensa y Justicia;689;390;299;Argentina;21;0;1;0;0;5;1;0.13;35.92;6;4
Lautaro Valentin Vargas;18;martes, 01 de febrero de 2005;Primera Division;2023;Defender;Defensa y Justicia;11;0;11;Argentina;1;0;0;0;0;1;0;0;0.00;0;0
Leandro Agustin Figueredo;20;Sabado, 12 de julio de 2003;Primera Division;2023;Defender;Huracan;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Leandro Agustin Ojeda;22;lunes, 23 de julio de 2001;Primera Division;2023;Midfielder;Colon;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Leandro Alberto Ciccoloni;28;Sabado, 22 de abril de 1995;Primera Division;2023;Midfielder;Central Cordoba SdE;63;54;9;Argentina;4;0;0;0;0;0;0;0;37.14;0;0
Leandro Brey;20;Sabado, 21 de septiembre de 2002;Primera Division;2023;Goalkeeper;Boca Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Leandro Espejo;21;martes, 11 de septiembre de 2001;Primera Division;2023;Midfielder;Defensa y Justicia;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Leandro Fabii Quiroz;19;viernes, 16 de enero de 2004;Primera Division;2023;Defender;Colon;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Leandro Gonzalez Pirez;31;miercoles, 26 de febrero de 1992;Primera Division;2023;Defender;River Plate;1769;959;810;Argentina;20;1;1;0;0;3;0;0.05;56.42;5;14
Leandro Isaac Maciel;27;viernes, 29 de diciembre de 1995;Primera Division;2023;Midfielder;Central Cordoba SdE;1806;877;929;Argentina;26;4;1;0;0;2;0;0.05;33.67;37;4
Leandro Lescano;20;lunes, 03 de marzo de 2003;Primera Division;2023;Midfielder;Huracan;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Leandro Mamut;19;miercoles, 31 de diciembre de 2003;Primera Division;2023;Midfielder;Gimnasia La Plata;314;167;147;Argentina;12;0;0;0;0;1;0;0;0.00;0;0
Leandro Nicola Contin;27;jueves, 07 de diciembre de 1995;Primera Division;2023;Forward;Gimnasia La Plata;213;81;132;Argentina;6;1;0;0;0;0;0;0;19.86;2;0
Leandro Nicola Diaz;31;Sabado, 06 de junio de 1992;Primera Division;2023;Forward;Lanus;2328;1200;1128;Argentina;27;12;4;4;1;10;1;0.15;20.64;52;2
Leandro Raul Moreira;21;lunes, 14 de enero de 2002;Primera Division;2023;Forward;Arsenal de Sarandi;164;74;90;Argentina;2;1;0;0;0;0;0;0;0.00;0;0
Lenny Ivo Lobato Romanelli;22;Sabado, 03 de febrero de 2001;Primera Division;2023;Midfielder;Velez Sarsfield;331;158;173;Argentina;15;0;2;0;0;0;0;0.54;21.48;7;0
Leonardo Fabii Burii Castro;39;Sabado, 21 de enero de 1984;Primera Division;2023;Goalkeeper;Velez Sarsfield;1846;946;900;Uruguay;21;0;0;0;0;1;0;0;22.40;0;0
Leonardo Germi Sigali;36;viernes, 29 de mayo de 1987;Primera Division;2023;Defender;Racing Club;1739;990;749;Argentina;20;0;0;0;0;6;0;0;63.45;7;14
Leonardo Godoy;28;viernes, 28 de abril de 1995;Primera Division;2023;Defender;Estudiantes;1868;817;1051;Argentina;23;1;5;0;0;4;0;0.24;27.42;9;3
Leonardo Heredia;27;jueves, 11 de enero de 1996;Primera Division;2023;Midfielder;Argentinos Juniors;674;294;380;Argentina;19;4;1;0;0;3;1;0.13;35.12;13;0
Leonardo Marchi Rivero;26;martes, 17 de septiembre de 1996;Primera Division;2023;Defender;Arsenal de Sarandi;148;104;44;Argentina;3;0;0;0;0;0;0;0;30.41;2;1
Leonardo Monje;21;martes, 26 de marzo de 2002;Primera Division;2023;Midfielder;Instituto;33;29;4;Argentina;2;0;1;0;0;0;0;2.73;0.00;0;0
Leonardo Morales;32;jueves, 11 de abril de 1991;Primera Division;2023;Midfielder;Gimnasia La Plata;2326;1246;1080;Argentina;26;1;1;0;0;6;1;0.04;37.73;8;28
Leonardo Rafael Jara;32;lunes, 20 de mayo de 1991;Primera Division;2023;Midfielder;Velez Sarsfield;634;289;345;Argentina;11;1;1;0;0;1;0;0.14;44.14;5;2
Leonardo Sebastii Prediger;37;jueves, 04 de septiembre de 1986;Primera Division;2023;Midfielder;Tigre;1341;637;704;Argentina;21;0;0;0;0;1;0;0;51.07;6;3
Leonel Ariel Miranda;29;viernes, 07 de enero de 1994;Primera Division;2023;Midfielder;Racing Club;34;10;24;Argentina;2;0;0;0;0;0;0;0;58.24;0;0
Leonel Di Placido;29;viernes, 28 de enero de 1994;Primera Division;2023;Defender;Lanus;155;65;90;Argentina;2;0;0;0;0;0;0;0;30.77;0;0
Leonel Ezequiel Vangioni;36;martes, 05 de mayo de 1987;Primera Division;2023;Defender;Newell's Old Boys;90;90;0;Argentina;2;0;0;0;0;1;1;0;42.00;2;0
Leonel Gonzalez;29;martes, 15 de marzo de 1994;Primera Division;2023;Defender;Argentinos Juniors;384;158;226;Argentina;7;0;0;0;0;1;0;0;69.84;4;3
Leonel Mosevich;26;martes, 04 de febrero de 1997;Primera Division;2023;Defender;Instituto;1588;908;680;Argentina;20;0;0;0;0;8;1;0;34.01;5;5
Leonel Picco;23;viernes, 22 de octubre de 1999;Primera Division;2023;Midfielder;Colon;560;205;355;Argentina;11;0;0;0;0;5;0;0;42.27;2;1
Leonel Ulises Perez;19;lunes, 09 de agosto de 2004;Primera Division;2023;Midfielder;Huracan;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lisandro Lopez;40;miercoles, 02 de marzo de 1983;Primera Division;2023;Forward;Sarmiento;1457;753;704;Argentina;25;2;0;0;0;7;0;0;24.23;22;0
Lisandro Morales;19;Sabado, 31 de enero de 2004;Primera Division;2023;Defender;Union Santa Fe;24;24;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Lisandro Sebastii Montenegro;20;jueves, 27 de marzo de 2003;Primera Division;2023;Midfielder;Newell's Old Boys;612;203;409;Argentina;13;1;0;0;0;1;0;0;0.00;0;0
Luca Daniel Langoni;21;Sabado, 09 de febrero de 2002;Primera Division;2023;Forward;Boca Juniors;727;375;352;Argentina;13;3;1;0;0;0;0;0.12;0.00;0;0
Luca Leovino Martinez Dupuy;22;martes, 05 de junio de 2001;Primera Division;2023;Forward;Rosario Central;211;153;58;Mexico;12;0;0;0;0;3;0;0;13.22;3;0
Lucas Abraham Chavez;28;miercoles, 09 de agosto de 1995;Primera Division;2023;Goalkeeper;Huracan;2520;1350;1170;Argentina;28;0;0;0;0;4;0;0;31.18;0;0
Lucas Adrii Hoyos;34;Sabado, 29 de abril de 1989;Primera Division;2023;Goalkeeper;Newell's Old Boys;2700;1350;1350;Argentina;30;0;0;0;0;5;0;0;39.03;0;0
Lucas Agustin Besozzi;20;miercoles, 22 de enero de 2003;Primera Division;2023;Forward;Central Cordoba SdE;1606;870;736;Argentina;24;3;2;0;0;1;0;0.11;26.45;20;1
Lucas Andres Colitto;29;miercoles, 01 de junio de 1994;Primera Division;2023;Midfielder;Barracas Central;933;571;362;Argentina;17;1;0;0;0;3;0;0;31.26;10;0
Lucas Angel Esquivel;21;domingo, 14 de octubre de 2001;Primera Division;2023;Defender;Union Santa Fe;1034;404;630;Argentina;12;0;0;0;0;1;0;0;36.99;7;3
Lucas Arce;26;jueves, 14 de agosto de 1997;Primera Division;2023;Defender;Godoy Cruz;2274;1048;1226;Argentina;28;1;1;0;0;5;0;0.04;35.50;8;6
Lucas Ariel Menossi;31;Sabado, 11 de julio de 1992;Primera Division;2023;Midfielder;Tigre;1800;906;894;Argentina;27;1;1;0;0;5;0;0.05;50.45;32;1
Lucas Beltri;22;Sabado, 23 de junio de 2001;Primera Division;2023;Forward;River Plate;1374;886;488;Argentina;25;12;3;3;0;1;0;0.2;0.00;0;0
Lucas Bernabeu;19;miercoles, 07 de enero de 2004;Primera Division;2023;Defender;Belgrano;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lucas Blondel;26;Sabado, 14 de septiembre de 1996;Primera Division;2023;Defender;Boca Juniors;1416;716;700;Argentina;20;0;1;0;0;4;0;0.06;39.47;19;4
Lucas Brochero;24;Sabado, 23 de enero de 1999;Primera Division;2023;Forward;Arsenal de Sarandi;1087;575;512;Argentina;23;1;4;0;0;0;0;0.33;26.25;5;0
Lucas Castro;34;domingo, 09 de abril de 1989;Primera Division;2023;Midfielder;Gimnasia La Plata;697;327;370;Argentina;13;0;0;0;0;0;0;0;45.84;13;0
Lucas David Pratto;35;Sabado, 04 de junio de 1988;Primera Division;2023;Forward;Defensa y Justicia;1365;764;601;Argentina;22;3;1;1;0;4;0;0.07;27.03;13;3
Lucas Eduardo Carrizo;26;martes, 20 de mayo de 1997;Primera Division;2023;Defender;Huracan;844;394;450;Argentina;12;0;0;0;0;2;0;0;50.23;2;4
Lucas Emanuel Angelini;28;Sabado, 28 de enero de 1995;Primera Division;2023;Defender;Central Cordoba SdE;134;90;44;Argentina;2;1;0;0;0;1;0;0;40.30;3;1
Lucas Emanuel Gamba;36;miercoles, 24 de junio de 1987;Primera Division;2023;Forward;Central Cordoba SdE;2084;1033;1051;Argentina;29;6;5;1;0;1;0;0.22;25.31;25;1
Lucas Ezequiel Janson;29;martes, 16 de agosto de 1994;Primera Division;2023;Forward;Boca Juniors;1449;787;662;Argentina;23;4;0;1;0;3;1;0;29.27;22;2
Lucas Gabriel Albertengo;32;miercoles, 30 de enero de 1991;Primera Division;2023;Forward;Instituto;209;103;106;Argentina;11;0;0;0;0;1;0;0;33.64;6;0
Lucas Gabriel Merolla;28;martes, 27 de junio de 1995;Primera Division;2023;Defender;Huracan;90;0;90;Argentina;1;0;1;0;0;1;0;1;22.00;1;2
Lucas Gonzalez Martinez;26;domingo, 27 de julio de 1997;Primera Division;2023;Midfielder;Independiente;78;8;70;Argentina;2;0;0;0;0;0;0;0;0.00;0;0
Lucas Ignacio Lavagnino;19;domingo, 22 de agosto de 2004;Primera Division;2023;Goalkeeper;River Plate;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lucas Javier Acevedo;31;viernes, 08 de noviembre de 1991;Primera Division;2023;Defender;Colon;186;146;40;Argentina;6;0;0;0;0;0;0;0;32.42;2;4
