full_name;name;last_name;current_club;nationality;goals_overall;assists_overall
Joao Henrique Mendes da Silva;Joao;Henrique Mendes da Silva;Fluminense;Brazil;0;0
Joao Lucas de Almeida Carvalho;Joao;Lucas de Almeida Carvalho;Santos;Brazil;1;1
Joao Luiz da Silva Cipriano;Joao;Luiz da Silva Cipriano;Bragantino;Brazil;0;0
Joao Magno;Joao;Magno;Goias;Brazil;2;0
Joao Marcelo;Joao;Marcelo;Cruzeiro;Brazil;0;0
Joao Moreira Souza;Joao;Moreira Souza;Sao Paulo;Portugal;0;0
Joao OthAvio Basso;Joao;OthAvio Basso;Santos;Brazil;1;0
Joao Paulo Silva Martins;Joao;Paulo Silva Martins;Santos;Brazil;0;0
Joao Pedro de Sousa Rodrigues;Joao;Pedro de Sousa Rodrigues;Corinthians;Brazil;0;0
Joao Pedro Geraldino dos Santos Galvao;Joao;Pedro Geraldino dos Santos Galvao;Gremio;Brazil;0;0
Joao Pedro Maturano dos Santos;Joao;Pedro Maturano dos Santos;Gremio;Brazil;1;1
Joao Pedro Vilardi Pinto;Joao;Pedro Vilardi Pinto;Gremio;Brazil;1;1
Joao Ricardo Riedi;Joao;Ricardo Riedi;Fortaleza;Brazil;0;0
Joao Victor AraAujo Maraninir;Joao;Victor AraAujo Maraninir;Cuiaba;Brazil;0;0
Joao Victor Santos Sa;Joao;Victor Santos Sa;Botafogo;Brazil;3;3
Joao Vitor Tavares da Mota;Joao;Vitor Tavares da Mota;Atletico PR;Brazil;0;0
Joaqui Piquerez Moreira;Joaqui;Piquerez Moreira;Palmeiras;Uruguay;1;3
John;John;;Internacional;Brazil;0;0
John Kennedy;John;Kennedy;Fluminense;Brazil;4;1
John Stiven Mendoza Valencia;John;Stiven Mendoza Valencia;Santos;Colombia;5;2
Johnny;Johnny;;Internacional;Brazil;2;0
Jonathan Cafu;Jonathan;Cafu;Cuiaba;Brazil;0;2
Jonathan Calleri;Jonathan;Calleri;Sao Paulo;Argentina;6;2
Joriwinnyson Santos dos Anjos Rodrigues;Joriwinnyson;Santos dos Anjos Rodrigues;America Mineiro;Brazil;0;0
Jose Andres Hurtado Cheme;Jose;Andres Hurtado Cheme;Bragantino;Ecuador;0;0
Jose Antonio dos Santos Junior;Jose;Antonio dos Santos Junior;Botafogo;Brazil;1;0
Jose Gabriel;Jose;Gabriel;Vasco da Gama;Brazil;4;0
Jose Guilherme de Lima Costa;Jose;Guilherme de Lima Costa;Gremio;Brazil;0;0
Jose Henrique da Silva Dourado;Jose;Henrique da Silva Dourado;Cruzeiro;Brazil;1;0
Jose Luis Rodriguez Bebanz;Jose;Luis Rodriguez Bebanz;Vasco da Gama;Uruguay;0;0
Jose Manuel Lopez;Jose;Manuel Lopez;Palmeiras;Argentina;2;0
Jose Ricardo Araujo Fernandes;Jose;Ricardo Araujo Fernandes;Goias;Brazil;0;1
Jose Ricardo Batista Cerqueira;Jose;Ricardo Batista Cerqueira;Cuiaba;Brazil;0;0
Jose Roberto Assunsao de Araujo Filho;Jose;Roberto Assunsao de Araujo Filho;Coritiba;Brazil;1;1
Jose Vitor Geminiano Cavalieri;Jose;Vitor Geminiano Cavalieri;Vasco da Gama;Brazil;0;0
Jose Welinton Campos Menezes;Jose;Welinton Campos Menezes;Flamengo;Brazil;0;0
Jose Welison da Silva;Jose;Welison da Silva;Fortaleza;Brazil;0;1
Juan Manuel Iturbe Arevalo;Juan;Manuel Iturbe Arevalo;Gremio;Paraguay;0;0
Juan Marti Lucero;Juan;Marti Lucero;Fortaleza;Argentina;4;0
Juan Pablo Vilela Tavares;Juan;Pablo Vilela Tavares;Cuiaba;Brazil;0;0
Juan Ramon Cazares Sevillano;Juan;Ramon Cazares Sevillano;America Mineiro;Ecuador;0;0
Juan Santos da Silva;Juan;Santos da Silva;Sao Paulo;Brazil;1;0
JuliAn Palacios;JuliAn;Palacios;Goias;Argentina;0;1
Julimar Silva Oliveira Junior;Julimar;Silva Oliveira Junior;Atletico PR;Brazil;0;0
Julio Cesar de Rezende Miranda;Julio;Cesar de Rezende Miranda;Bahia;Brazil;1;1
Julio Cesar Furch;Julio;Cesar Furch;Santos;Argentina;1;0
Junior Moraes;Junior;Moraes;Corinthians;Brazil;0;0
Kaio Cesar Andrade Lima;Kaio;Cesar Andrade Lima;Coritiba;Brazil;0;0
Kaique Pereira Azarias;Kaique;Pereira Azarias;Palmeiras;Brazil;0;0
Kaique Rocha Lima;Kaique;Rocha Lima;Atletico PR;Brazil;0;0
Kauan Rodrigues da Silva;Kauan;Rodrigues da Silva;Fortaleza;Brazil;0;0
Kayky Henrique Almeida Brandao da Silva;Kayky;Henrique Almeida Brandao da Silva;Fluminense;Brazil;0;0
Kayque Luiz Pereira;Kayque;Luiz Pereira;Botafogo;Brazil;0;1
Keiller;Keiller;;Internacional;Brazil;0;0
Keno;Keno;;Fluminense;Brazil;0;3
Kevin Santos Lopes de Macedo;Kevin;Santos Lopes de Macedo;Palmeiras;Brazil;0;0
Kevyson Costa E Silva;Kevyson;Costa E Silva;Santos;Brazil;0;0
Khellven;Khellven;;Atletico PR;Brazil;0;4
Leandro Emmanuel Martiez;Leandro;Emmanuel Martiez;America Mineiro;Argentina;0;3
Leandro Mathias Silva Bueno;Leandro;Mathias Silva Bueno;Sao Paulo;Brazil;0;0
Lele;Lele;;Fluminense;Brazil;2;2
Leo Cittadini;Leo;Cittadini;Bahia;Brazil;0;0
Leo Jardim;Leo;Jardim;Vasco da Gama;Brazil;0;0
Leonardo Atiade de Oliveira Siqueira;Leonardo;Atiade de Oliveira Siqueira;Atletico PR;Brazil;0;0
Leonardo Cecilio FernAndez Lopez;Leonardo;Cecilio FernAndez Lopez;Fluminense;Uruguay;0;0
Leonardo Javier Realpe Montaño;Leonardo;Javier Realpe Montaño;Bragantino;Ecuador;0;0
Leonardo Matias Baiersdorf Linck;Leonardo;Matias Baiersdorf Linck;Atletico PR;Brazil;0;0
Leonardo Pereira;Leonardo;Pereira;Flamengo;Brazil;3;1
Leonardo Pinheiro da Conceizao;Leonardo;Pinheiro da Conceizao;Vasco da Gama;Brazil;0;0
Leonardo Rech Ortiz;Leonardo;Rech Ortiz;Bragantino;Brazil;0;0
Leonel Di PlAcido;Leonel;Di PlAcido;Botafogo;Argentina;1;3
Lian dos Santos da Silva;Lian;dos Santos da Silva;Gremio;Brazil;0;0
Luan;Luan;;Palmeiras;Brazil;1;1
Luan Candido de Almeida;Luan;Candido de Almeida;Bragantino;Brazil;1;0
Luan de Freitas Molarinho Chagas;Luan;de Freitas Molarinho Chagas;Fluminense;Brazil;0;0
Luan Dias da Silva;Luan;Dias da Silva;Santos;Brazil;0;0
Luan Guilherme de Jesus Vieira;Luan;Guilherme de Jesus Vieira;Gremio;Brazil;0;0
Luan Patrick Wiedthauper;Luan;Patrick Wiedthauper;Bragantino;Brazil;0;1
Luan Polli Gomes;Luan;Polli Gomes;Coritiba;Brazil;0;0
Luan Vinicius da Silva Santos;Luan;Vinicius da Silva Santos;Sao Paulo;Brazil;0;0
Luca Orellano;Luca;Orellano;Vasco da Gama;Argentina;0;1
Lucas Agusti Besozzi;Lucas;Agusti Besozzi;Gremio;Argentina;0;0
Lucas Alexandre Galdino de Azevedo;Lucas;Alexandre Galdino de Azevedo;Bragantino;Brazil;0;0
Lucas Andres Mugni;Lucas;Andres Mugni;Bahia;Argentina;0;0
Lucas Angel Esquivel;Lucas;Angel Esquivel;Atletico PR;Argentina;0;0
Lucas Braga Ribeiro;Lucas;Braga Ribeiro;Santos;Brazil;0;0
Lucas Crispim;Lucas;Crispim;Fortaleza;Brazil;0;0
Lucas da Cruz Oliveira;Lucas;da Cruz Oliveira;Cruzeiro;Brazil;1;0
Lucas da Silva Izidoro;Lucas;da Silva Izidoro;Cuiaba;Brazil;0;0
Lucas da Sliva Justen;Lucas;da Sliva Justen;Fluminense;Brazil;0;0
Lucas Eduardo Muller;Lucas;Eduardo Muller;Gremio;Brazil;0;0
Lucas Eduardo Ribeiro de Souza;Lucas;Eduardo Ribeiro de Souza;Goias;Brazil;0;0
Lucas Estella Perri;Lucas;Estella Perri;Botafogo;Brazil;0;0
Lucas Esteves Souza;Lucas;Esteves Souza;Fortaleza;Brazil;0;0
Lucas Evangelista Santana de Oliveira;Lucas;Evangelista Santana de Oliveira;Bragantino;Brazil;0;5
Lucas Fernandes da Silva;Lucas;Fernandes da Silva;Botafogo;Brazil;0;0
Lucas Halter;Lucas;Halter;Goias;Brazil;2;0
Lucas Henrique Barbosa;Lucas;Henrique Barbosa;Coritiba;Brazil;0;0
Lucas Kal Schenfeld Prigioli;Lucas;Kal Schenfeld Prigioli;America Mineiro;Brazil;0;0
Lucas Moura;Lucas;Moura;Sao Paulo;Brazil;1;0
Lucas Pacheco Affini;Lucas;Pacheco Affini;Fortaleza;Brazil;0;0
Lucas Pires Silva;Lucas;Pires Silva;Santos;Brazil;0;0
Lucas Piton Crivellaro;Lucas;Piton Crivellaro;Vasco da Gama;Brazil;0;2
Lucas Rafael Araujo Lima;Lucas;Rafael Araujo Lima;Santos;Brazil;1;4
Lucas Rafael Gonsalves da Silva;Lucas;Rafael Gonsalves da Silva;Bragantino;Brazil;0;0
Lucas Ramos;Lucas;Ramos;Internacional;Brazil;0;0
Lucas Ronier Vieira Pires;Lucas;Ronier Vieira Pires;Coritiba;Brazil;0;0
Lucas Silva Borges;Lucas;Silva Borges;Cruzeiro;Brazil;0;1
Lucas Verissimo;Lucas;Verissimo;Corinthians;Brazil;0;0
Lucca Holanda Sampaio Tavares;Lucca;Holanda Sampaio Tavares;Internacional;Brazil;0;0
Luciano Batista da Silva Junior;Luciano;Batista da Silva Junior;Bahia;Brazil;0;0
Luciano Castan da Silva;Luciano;Castan da Silva;Cruzeiro;Brazil;0;0
Luciano da Rocha Neves;Luciano;da Rocha Neves;Sao Paulo;Brazil;4;2
Luciano Daniel Arriagada Garcia;Luciano;Daniel Arriagada Garcia;Atletico PR;Chile;0;0
Luis Antonio da Rocha Junior;Luis;Antonio da Rocha Junior;Bragantino;Brazil;2;1
Luis Eduardo Soares da Silva;Luis;Eduardo Soares da Silva;Gremio;Brazil;1;0
Luis Felipe Nascimento Miranda;Luis;Felipe Nascimento Miranda;Goias;Brazil;0;0
Luis Felipe Oyama;Luis;Felipe Oyama;Goias;Brazil;0;0
Luis Filipe dos Reis Silva;Luis;Filipe dos Reis Silva;Goias;Brazil;0;0
Luis Geovanny Segovia Vega;Luis;Geovanny Segovia Vega;Botafogo;Ecuador;0;0
Luis Guilherme Lira dos Santos;Luis;Guilherme Lira dos Santos;Palmeiras;Brazil;0;0
Luis Henrique Tomaz de Lima;Luis;Henrique Tomaz de Lima;Botafogo;Brazil;4;1
Luis Manuel Orejuela Garcia;Luis;Manuel Orejuela Garcia;Sao Paulo;Colombia;0;0
Luis SuArez;Luis;SuArez;Gremio;Uruguay;6;5
Luiz Adriano;Luiz;Adriano;Internacional;Brazil;2;1
Luiz Antonio Ferreira Rodrigues;Luiz;Antonio Ferreira Rodrigues;Goias;Brazil;0;0
Luiz Araujo;Luiz;Araujo;Flamengo;Brazil;0;1
Luiz Diallisson de Souza Alves;Luiz;Diallisson de Souza Alves;Goias;Brazil;1;0
Luiz Felipe da Rosa Machado;Luiz;Felipe da Rosa Machado;Cruzeiro;Brazil;1;3
Luiz Felipe Do Nascimento dos Santos;Luiz;Felipe Do Nascimento dos Santos;Santos;Brazil;0;0
Lyncon Correa Gonsalves;Lyncon;Correa Gonsalves;Vasco da Gama;Brazil;0;0
Madson;Madson;;Atletico PR;Brazil;1;2
Magno Jose da Silva;Magno;Jose da Silva;Goias;Brazil;2;0
Maicon Pereira Roque;Maicon;Pereira Roque;Vasco da Gama;Brazil;0;0
Manoel;Manoel;;Fluminense;Brazil;0;0
Manuel Vicente Capasso;Manuel;Vicente Capasso;Vasco da Gama;Argentina;0;0
Marcelo;Marcelo;;Fluminense;Brazil;0;1
Marcelo Braz da Silva;Marcelo;Braz da Silva;Bragantino;Brazil;0;0
Marcelo Cirino;Marcelo;Cirino;Atletico PR;Brazil;0;0
Marcelo da Conceizao Benevenuto Malaquias;Marcelo;da Conceizao Benevenuto Malaquias;Fortaleza;Brazil;0;0
Marcelo Lomba do Nascimento;Marcelo;Lomba do Nascimento;Palmeiras;Brazil;0;0
Marcelo Rangel Rosa;Marcelo;Rangel Rosa;Goias;Brazil;0;0
Marcio Almeida de Oliveira;Marcio;Almeida de Oliveira;America Mineiro;Brazil;0;0
Marco Antonio Amorim de Oliveira;Marco;Antonio Amorim de Oliveira;Coritiba;Brazil;0;0
Marcos Felipe de Freitas Monteiro;Marcos;Felipe de Freitas Monteiro;Bahia;Brazil;0;0
Marcos Leonardo Santos Almeida;Marcos;Leonardo Santos Almeida;Santos;Brazil;8;2
Marcos Paulo Costa do Nascimento;Marcos;Paulo Costa do Nascimento;Sao Paulo;Portugal;2;1
Marcos Rocha;Marcos;Rocha;Palmeiras;Brazil;0;0
Marcos Victor Ferreira da Silva;Marcos;Victor Ferreira da Silva;Bahia;Brazil;0;0
Marcos Vinicius da Silva Santos;Marcos;Vinicius da Silva Santos;Coritiba;Brazil;0;0
Mariano;Mariano;;Atletico Mineiro;Brazil;0;0
MArio Sergio Santos Costa;MArio;Sergio Santos Costa;Fortaleza;Brazil;1;0
Marllon Gonsalves Jeronimo Borges;Marllon;Gonsalves Jeronimo Borges;Cuiaba;Brazil;0;1
Marlon Gomes Claudino;Marlon;Gomes Claudino;Vasco da Gama;Brazil;0;0
Marlon Matheus Lopes do Nascimento;Marlon;Matheus Lopes do Nascimento;America Mineiro;Brazil;1;1
Marlon Rodrigues Freitas;Marlon;Rodrigues Freitas;Botafogo;Brazil;1;1
Marlon Rodrigues Xavier;Marlon;Rodrigues Xavier;Cruzeiro;Brazil;2;1
Marlon Santos;Marlon;Santos;Fluminense;Brazil;0;0
Marti NicolAs Benitez;Marti;NicolAs Benitez;America Mineiro;Argentina;0;2
Mateo Ponte Costa;Mateo;Ponte Costa;Botafogo;Uruguay;0;0
Mateus Da Silva Vital Assumpa;Mateus;Da Silva Vital Assumpa;Cruzeiro;Brazil;0;1
Mateus Eduardo Claus;Mateus;Eduardo Claus;Bahia;Brazil;0;0
Mateus Henrique Alves Silva;Mateus;Henrique Alves Silva;America Mineiro;Brazil;0;1
Mateus Pasinato;Mateus;Pasinato;America Mineiro;Brazil;0;0
Mateusao;Mateusao;;Palmeiras;Brazil;0;0
Matheus Alexandre AnastAcio de Souza;Matheus;Alexandre AnastAcio de Souza;Cuiaba;Brazil;1;0
Matheus Alfredo Cadorini da Silva;Matheus;Alfredo Cadorini da Silva;Coritiba;Brazil;0;0
Matheus Alves da Silva Cardoso;Matheus;Alves da Silva Cardoso;Goias;Brazil;0;0
Matheus Araujo;Matheus;Araujo;Corinthians;Brazil;1;0
Matheus Babi;Matheus;Babi;Goias;Brazil;1;0
Matheus Bahia Santos;Matheus;Bahia Santos;Bahia;Brazil;0;0
Matheus Bidu;Matheus;Bidu;Corinthians;Brazil;0;0
Matheus dos Santos Miranda;Matheus;dos Santos Miranda;Vasco da Gama;Brazil;0;0
Matheus Felipe;Matheus;Felipe;Atletico PR;Brazil;0;0
Matheus Fellipe Costa Pereira;Matheus;Fellipe Costa Pereira;Cruzeiro;Brazil;0;0
Matheus Fernandes Siqueira;Matheus;Fernandes Siqueira;Bragantino;Brazil;1;2
Matheus Fernando Cavichioli;Matheus;Fernando Cavichioli;America Mineiro;Brazil;1;0
Matheus Frenea Silva;Matheus;Frenea Silva;Flamengo;Brasil;0;0
Matheus Gonsalves Martens;Matheus;Gonsalves Martens;Bragantino;Brasil;0;1
Matheus Gonsalves Martens;Matheus;Gonsalves Martens;America Mineiro;Brasil;0;0
Matheus Henrique Bianqui;Matheus;Henrique Bianqui;Coritiba;Brasil;0;1
Matheus Isaias dos Santos;Matheus;Isaias dos Santos;Cruzeiro;Brasil;0;0
Matheus Leonardo Sales Cardoso;Matheus;Leonardo Sales Cardoso;America Maneiro;Brasil;0;0
Matheus Martinelli;Matheus;Martinelli;Fluminense;Brasil;1;1
Matheus Mendes;Matheus;Mendes;Atletico Mineiro;Brasil;0;0
Matheus Nascimento de Paula;Matheus;Nascimento de Paula;Botafogo;Brasil;1;0
Matheus Planelles Donelli;Matheus;Planelles Donelli;Corinthians;Brasil;0;0
Matheus Santos Soares;Matheus;Santos Soares;Goias;Brasil;0;0
Matheus Silva Duarte;Matheus;Silva Duarte;Cuiaba;Brasil;1;0
Matheus Souza;Matheus;Souza;Sao Paulo;Brasil;0;0
Matheus Vieira Campos Peixoto;Matheus;Vieira Campos Peixoto;Goias;Brasil;2;1
Mateo Adalberto Villasanti Rolon;Mateo;Adalberto Villasanti Rolon;Gremio;Paraguay;3;1
Mateo Emanuel Segovia Torales;Mateo;Emanuel Segovia Torales;Botafogo;Paraguay;0;1
Mateo Rojas;Mateo;Rojas;Corinthians;Paraguay;0;0
Mateo Zaracho;Mateo;Zaracho;Atletico Mineiro;Argentina;1;0
Mauricio;Mauricio;;Internacional;Brasil;3;0
Mauricio de Carvalho Antonio;Mauricio;de Carvalho Antonio;Curitiba;Brasil;0;0
Mauricio Kozlinski;Mauricio;Kozlinski;Fortaleza;Brasil;0;0
Mauricio Lemos;Mauricio;Lemos;Atletico Mineiro;Uruguay;1;0
Mauro Joel Carli;Mauro;Joel Carli;Botafogo;Argentina;0;0
Maycon;Maycon;;Corinthians;Brasil;2;0
Maycon Cleiton de Paula Azevedo;Maycon;Cleiton de Paula Azevedo;Bragantino;Brasil;0;0
Maycon Vinicius Ferreira da Cruz;Maycon;Vinicius Ferreira da Cruz;Cruzeiro;Brazil;0;0
Mayke;Mayke;;Palmeiras;Brazil;1;4
Messias Rodrigues da Silva Junior;Messias;Rodrigues da Silva Junior;Santos;Brazil;0;0
Michel Daryl Araujo Villar;Michel;Daryl Araujo Villar;Sao Paulo;Uruguay;1;1
Miguel Angel Terceros;Miguel;Angel Terceros;Santos;Bolivia;0;0
Mikael Filipe Viana de Sousa;Mikael;Filipe Viana de Sousa;America Mineiro;Brazil;0;0
Moises Vieira da Veiga;Moises;Vieira da Veiga;Fortaleza;Brazil;3;0
Murillo Santiago Costa dos Santos;Murillo;Santiago Costa dos Santos;Corinthians;Brazil;1;0
Murilo;Murilo;;Palmeiras;Brazil;2;0
Mycael Pontes Moreira;Mycael;Pontes Moreira;Atletico PR;Brazil;0;0
Nata Felipe de Amorim Santos;Nata;Felipe de Amorim Santos;Gremio;Brazil;0;0
Natan Bernardo de Souza;Natan;Bernardo de Souza;Bragantino;Brazil;0;0
Natanael Moreira Milouski;Natanael;Moreira Milouski;Coritiba;Brazil;0;0
Nathan Allan de Souza;Nathan;Allan de Souza;Gremio;Brazil;0;1
Nathan Camargo dos Santos;Nathan;Camargo dos Santos;Bragantino;Brazil;0;0
Nathan Ribeiro Fernandes;Nathan;Ribeiro Fernandes;Gremio;Brazil;0;0
Nathan Santos de Araujo;Nathan;Santos de Araujo;Santos;Brazil;0;0
Nathan Silva;Nathan;Silva;Atletico Mineiro;Brazil;0;0
Naves;Naves;;Palmeiras;Brazil;0;0
Neuciano Gusman;Neuciano;Gusman;Bahia;Bulgaria;0;0
Nicoles Brian Acevedo Tabares;Nicoles;Brian Acevedo Tabares;Bahia;Uruguay;0;0
Nicoles HernAndez Rodreguez;Nicoles;HernAndez Rodreguez;Internacional;Colombia;1;1
Nicoles Quagliata Platero;Nicoles;Quagliata Platero;Cuiaba;Uruguay;0;0
Nicolas Vichiatto da Silva;Nicolas;Vichiatto da Silva;America Mineiro;Brazil;1;0
Nino;Nino;;Fluminense;Brazil;2;0
Nonato;Nonato;;Santos;Brazil;0;0
Ocimar de Almeida Junior;Ocimar;de Almeida Junior;Coritiba;Brazil;0;0
Ascar Javier Mendez Albornoz;Ascar;Javier Mendez Albornoz;America Mineiro;Uruguay;0;0
OtAvio Henrique Passos Santos;OtAvio;Henrique Passos Santos;Atletico Mineiro;Brazil;0;0
Pablo Daniel Ceppelini Gatto;Pablo;Daniel Ceppelini Gatto;Cuiaba;Uruguay;0;3
Pablo Ezequiel Vegetti Pfaffen;Pablo;Ezequiel Vegetti Pfaffen;Vasco da Gama;Argentina;3;0
Pablo Felipe Teixeira;Pablo;Felipe Teixeira;Atletico PR;Brazil;3;2
Pablo Henrique Almeida Silva;Pablo;Henrique Almeida Silva;Cuiaba;Brazil;0;0
Pablo Nascimento Castro;Pablo;Nascimento Castro;Flamengo;Brazil;0;0
Patrick;Patrick;;Atletico Mineiro;Brazil;0;0
Patrick Verhon Pertel Pereira;Patrick;Verhon Pertel Pereira;Bahia;Brazil;0;0
Patryck Lanza dos Reis;Patryck;Lanza dos Reis;Sao Paulo;Brazil;0;0
Paulinho;Paulinho;;Atletico Mineiro;Brazil;8;0
Paulinho;Paulinho;;Corinthians;Brazil;0;0
Paulino BAeia;Paulino;BAeia;America Mineiro;Brazil;0;0
Paulo Henrique de Oliveira Alves;Paulo;Henrique de Oliveira Alves;Vasco da Gama;Brazil;0;0
Paulo Lucas de Paula;Paulo;Lucas de Paula;Vasco da Gama;Brazil;0;0
Paulo Mazoti Azevedo;Paulo;Mazoti Azevedo;Santos;Brazil;0;0
Paulo Ricardo Alves Ibelli;Paulo;Ricardo Alves Ibelli;America Mineiro;Brazil;0;0
Paulo Ricardo de Souza Babilonia;Paulo;Ricardo de Souza Babilonia;Vasco da Gama;Brazil;0;0
Paulo Victor de Almeida Barbosa;Paulo;Victor de Almeida Barbosa;Vasco da Gama;Brazil;0;0
Paulo Vitor Fernandes Pereira;Paulo;Vitor Fernandes Pereira;Cruzeiro;Brazil;0;0
Paulo Vitor Monteiro;Paulo;Vitor Monteiro;Atletico Mineiro;Brazil;0;0
Pedrinho;Pedrinho;;Atletico Mineiro;Brazil;0;1
Pedro Augusto Borges da Costa;Pedro;Augusto Borges da Costa;Fortaleza;Brazil;0;0
Pedro Felipe De Faria Rangel;Pedro;Felipe De Faria Rangel;Fluminense;Brazil;0;0
Pedro Gabriel Pereira Lopes;Pedro;Gabriel Pereira Lopes;America Mineiro;Brazil;0;0
Pedro Guilherme Abreu dos Santos;Pedro;Guilherme Abreu dos Santos;Flamengo;Brazil;4;0
Pedro Henrique;Pedro;Henrique;Atletico PR;Brazil;1;0
Pedro Henrique;Pedro;Henrique;Internacional;Brazil;1;1
Pedro Henrique Azevedo Pereira;Pedro;Henrique Azevedo Pereira;Atletico PR;Brazil;0;0
Pedro Henrique Cunha Scaramussa;Pedro;Henrique Cunha Scaramussa;Santos;Brazil;0;0
Pedro Henrique Silva dos Santos;Pedro;Henrique Silva dos Santos;Corinthians;Brazil;0;0
Pedro Junqueira de Oliveira;Pedro;Junqueira de Oliveira;Goias;Brazil;0;0
Pedro Luccas Morisco da Silva;Pedro;Luccas Morisco da Silva;Coritiba;Brazil;0;0
Pedro Raul Garay da Silva;Pedro;Raul Garay da Silva;Vasco da Gama;Brazil;2;0
Pedro Tonon Geromel;Pedro;Tonon Geromel;Gremio;Brazil;0;0
Pedro Veronez;Pedro;Veronez;Sao Paulo;Brazil;0;0
Philipe Sampaio Azevedo;Philipe;Sampaio Azevedo;Botafogo;Brazil;0;0
Philippe Almeida Costa;Philippe;Almeida Costa;Goias;Brazil;0;0
Rafael;Rafael;;Botafogo;Brazil;0;0
Rafael Bilu Mudesto;Rafael;Bilu Mudesto;Cruzeiro;Brazil;0;0
Rafael Cabral Barbosa;Rafael;Cabral Barbosa;Cruzeiro;Brazil;0;0
Rafael Elias da Silva;Rafael;Elias da Silva;Cruzeiro;Brazil;1;0
Rafael Gustavo Meneghel Gava;Rafael;Gustavo Meneghel Gava;Cuiaba;Brazil;0;0
Rafael Monteiro Reis;Rafael;Monteiro Reis;Fluminense;Brazil;0;0
Rafael Navarro Leal;Rafael;Navarro Leal;Palmeiras;Brazil;1;0
Rafael Pires Monteiro;Rafael;Pires Monteiro;Sao Paulo;Brazil;0;0
Rafael Ramos;Rafael;Ramos;Corinthians;Portugal;0;0
Rafael Rato;Rafael;Rato;Bahia;Brazil;1;0
Rafael Raul Barcelos;Rafael;Raul Barcelos;America Mineiro;Brazil;0;0
Rafinha;Rafinha;;Sao Paulo;Brazil;1;1
Rai da Silva Pessanha;Rai;da Silva Pessanha;Botafogo;Brazil;0;0
Rai dos Reis Ramos;Rai;dos Reis Ramos;Sao Paulo;Brazil;0;0
Ramiro Moschen Benetti;Ramiro;Moschen Benetti;Cruzeiro;Brazil;1;1
Raniele Almeida Melo;Raniele;Almeida Melo;Cuiaba;Brazil;2;0
Raphael Cavalcante Veiga;Raphael;Cavalcante Veiga;Palmeiras;Brazil;7;3
Raphael Guzzo;Raphael;Guzzo;Goias;Portugal;0;0
Raul Gustavo Pereira Bicalho;Raul;Gustavo Pereira Bicalho;Bahia;Brazil;0;0
Rayan Rocha;Rayan;Rocha;Vasco da Gama;Brazil;1;0
Reinaldo Manoel da Silva;Reinaldo;Manoel da Silva;Gremio;Brazil;1;3
Reinaldo Nascimento Satorno;Reinaldo;Nascimento Satorno;Atletico PR;Brazil;0;0
Renato Augusto;Renato;Augusto;Corinthians;Brazil;1;2
Renato Kayzer de Souza;Renato;Kayzer de Souza;America Mineiro;Brazil;0;0
Renato Santos da Cruz;Renato;Santos da Cruz;Corinthians;Brazil;0;0
Rena;Rena;;Internacional;Brazil;0;0
Renzo Saravia;Renzo;Saravia;Atletico Mineiro;Argentina;0;1
Rover;Rover;;Atletico Mineiro;Brazil;0;0
Reynaldo Cesar Moraes;Reynaldo;Cesar Moraes;Coritiba;Brazil;0;0
Ricardo Cesar Dantas da Silva;Ricardo;Cesar Dantas da Silva;America Mineiro;Brazil;0;0
Richard Candido Coelho;Richard;Candido Coelho;Cruzeiro;Brazil;0;0
Richard Rios Montoya;Richard;Rios Montoya;Palmeiras;Colombia;2;0
Robert Abel Arboleda Escobar;Robert;Abel Arboleda Escobar;Sao Paulo;Ecuador;0;0
Robert Vinicius Rodrigues Silva;Robert;Vinicius Rodrigues Silva;Cruzeiro;Brazil;0;0
Roberto Junior Fernendez Torres;Roberto;Junior Fernendez Torres;Botafogo;Paraguay;0;0
Robson Alves de Barros;Robson;Alves de Barros;Vasco da Gama;Brazil;0;0
Robson dos Santos Fernandes;Robson;dos Santos Fernandes;Coritiba;Brazil;6;2
RAebson Luiz dos Santos Nascimento;RAebson;Luiz dos Santos Nascimento;America Mineiro;Brazil;0;0
Rodrigo Battaglia;Rodrigo;Battaglia;Atletico Mineiro;Argentina;0;1
Rodrigo Caio;Rodrigo;Caio;Flamengo;Brazil;0;0
Rodrigo Ely;Rodrigo;Ely;Gremio;Brazil;0;0
Rodrigo Fernendez Cedras;Rodrigo;Fernendez Cedras;Santos;Uruguay;1;0
Rodrigo Henrique Santos de Souza;Rodrigo;Henrique Santos de Souza;America Mineiro;Brazil;0;1
Rodrigo Huendra Almeida Mendonia;Rodrigo;Huendra Almeida Mendonia;Sao Paulo;Brazil;0;0
Rodrigo Moledo;Rodrigo;Moledo;Internacional;Brazil;0;0
Rodrigo Nestor Bertalia;Rodrigo;Nestor Bertalia;Sao Paulo;Brazil;1;1
Rodrigo Pinho;Rodrigo;Pinho;Coritiba;Brazil;0;0
Roger Krug Guedes;Roger;Krug Guedes;Corinthians;Brazil;7;1
Romarinho;Romarinho;;Fortaleza;Brazil;0;0
Remulo;Remulo;;Atletico PR;Brazil;0;0
Romulo;Romulo;;Internacional;Brazil;1;0
Remulo Helberth Pereira Junior;Remulo;Helberth Pereira Junior;Atletico Mineiro;Brazil;0;0
Ronald Barcellos Arantes;Ronald;Barcellos Arantes;Gremio;Brazil;0;0
Ronald Cardoso Falkoski;Ronald;Cardoso Falkoski;Gremio;Brazil;1;0
